Timestamp,PWM,Signal_995,Distance_mm
0,255,0,0
0.01,255,0,0.312026442033448
0.02,255,0,0.906386109810336
0.03,255,0,1.75621146773585
0.04,255,0,2.83719176207123
0.05,255,0,4.12732971118037
0.06,255,0,5.60672134974086
0.07,255,0,7.25735682353028
0.08,255,0,9.06294014107866
0.09,255,0,11.0087260782043
0.1,255,0,13.0813726031217
0.11,255,0,15.268807345145
0.12,255,0,17.560106770564
0.13,255,0,19.9453868564451
0.14,255,0,22.4157041681869
0.15,255,0,24.9629663507835
0.16,255,0,27.5798511379623
0.17,255,0,30.2597330686145
0.18,255,0,32.9966171770746
0.19,255,0,35.7850789935967
0.2,255,0,38.6202102545375
0.21,255,0,41.4975697788925
0.22,255,0,44.4131390195445
0.23,255,0,47.3632818443664
0.24,255,0,50.3447081446546
0.25,255,0,53.3544409066752
0.26,255,0,56.3897864167633
0.27,255,0,59.4483073017812
0.28,255,0,62.527798135112
0.29,255,0,65.6262633640494
0.3,255,0,68.7418973376715
0.31,255,0,71.8730662353122
0.32,255,0,75.0182917147646
0.33,255,0,78.1762361165621
0.34,255,0,81.345689076257
0.35,255,0,84.5255554107084
0.36,255,0,87.714844157141
0.37,255,0,90.9126586552747
0.38,255,0,94.1181875732631
0.39,255,0,97.3306967876269
0.4,255,0,100.549522035912
0.41,255,0,103.774062268541
0.42,255,0,107.003773633316
0.43,255,0,110.238164032374
0.44,255,0,113.476788197115
0.45,255,0,116.719243231812
0.46,255,0,119.965164581303
0.47,255,0,123.214222382407
0.48,255,0,126.466118162547
0.49,255,0,129.720581852542
0.5,255,0,132.977369083672
0.51,255,0,136.236258741953
0.52,255,0,139.497050755161
0.53,255,0,142.759564090446
0.54,255,0,146.023634942495
0.55,255,0,149.28911509412
0.56,255,0,152.555870432849
0.57,255,0,155.823779608689
0.58,255,0,159.092732819617
0.59,255,0,162.362630712644
0.6,255,0,165.633383389459
0.61,255,0,168.9049095067
0.62,255,0,172.177135461842
0.63,255,0,175.449994656562
0.64,255,0,178.723426830197
0.65,255,0,181.997377456643
0.66,255,0,185.271797198633
0.67,255,0,188.546641413959
0.68,255,0,191.821869708677
0.69,255,0,195.097445532833
0.7,255,0,198.373335814656
0.71,255,0,201.649510629569
0.72,255,0,204.925942900691
0.73,255,0,208.202608127846
0.74,255,0,211.479484142355
0.75,255,0,214.756550885166
0.76,255,0,218.033790206099
0.77,255,0,221.311185682186
0.78,255,0,224.588722453314
0.79,255,0,227.866387073493
0.8,255,0,231.144167376288
0.81,255,0,234.422052353051
0.82,255,0,237.700032042747
0.83,255,0,240.978097432255
0.84,255,0,244.256240366168
0.85,255,0,247.534453465165
0.86,255,0,250.812730052163
0.87,255,0,254.091064085484
0.88,255,0,257.369450098393
0.89,255,0,260.647883144381
0.9,255,0,263.926358747664
0.91,255,0,267.204872858384
0.92,255,0,270.483421812075
0.93,255,0,273.762002292994
0.94,255,0,277.040611300931
0.95,255,0,280.319246121184
0.96,255,0,283.597904297388
0.97,255,0,286.876583606932
0.98,255,0,290.155282038715
0.99,255,0,293.433997773017
1,255,0,296.712729163287
1.01,255,0,299.991474719664
1.02,255,0,303.270233094066
1.03,255,0,306.549003066697
1.04,255,0,309.827783533841
1.05,255,0,313.106573496814
1.06,255,0,316.385372051969
1.07,255,0,319.664178381652
1.08,255,0,322.942991746021
1.09,255,0,326.221811475636
1.1,255,0,329.500636964765
1.11,255,0,332.779467665318
1.12,255,0,336.058303081363
1.13,255,0,339.337142764163
1.14,255,0,342.615986307681
1.15,255,0,345.894833344523
1.16,255,0,349.173683542255
1.17,255,0,352.452536600078
1.18,255,0,355.73139224582
1.19,255,0,359.010250233208
1.2,255,0,362.289110339404
1.21,255,0,365.567972362778
1.22,255,0,368.846836120885
1.23,255,0,372.125701448646
1.24,255,0,375.404568196687
1.25,255,0,378.68343622985
1.26,255,0,381.962305425842
1.27,255,0,385.241175674003
1.28,255,0,388.520046874207
1.29,255,0,391.798918935855
1.3,255,0,395.07779177697
1.31,255,0,398.356665323376
1.32,255,0,401.635539507955
1.33,255,0,404.914414269978
1.34,255,0,408.193289554493
1.35,255,0,411.472165311779
1.36,255,0,414.751041496846
1.37,255,0,418.029918068985
1.38,255,0,421.308794991361
1.39,255,0,424.587672230645
1.4,255,0,427.866549756679
1.41,255,0,431.145427542175
1.42,255,0,434.424305562442
1.43,255,0,437.703183795139
1.44,255,0,440.982062220051
1.45,255,0,444.260940818885
1.46,255,0,447.539819575091
1.47,255,0,450.818698473694
1.48,255,0,454.097577501141
1.49,255,0,457.376456645173
1.5,255,0,460.655335894694
1.51,255,0,463.934215239665
1.52,255,0,467.213094671005
1.53,255,0,470.491974180493
1.54,255,0,473.770853760693
1.55,255,0,477.049733404875
1.56,255,0,480.328613106952
1.57,255,0,483.607492861413
1.58,255,0,486.886372663273
1.59,255,0,490.165252508023
1.6,255,0,493.44413239158
1.61,255,0,496.723012310251
1.62,255,0,500.001892260695
1.63,255,0,503.280772239889
1.64,255,0,506.559652245096
1.65,255,0,509.838532273841
1.66,255,0,513.117412323884
1.67,255,0,516.396292393198
1.68,255,0,519.67517247995
1.69,255,0,522.954052582479
1.7,255,0,526.232932699285
1.71,255,0,529.511812829009
1.72,255,0,532.790692970422
1.73,255,0,536.06957312241
1.74,255,0,539.348453283969
1.75,255,0,542.627333454187
1.76,255,0,545.906213632239
1.77,255,0,549.185093817382
1.78,255,0,552.463974008939
1.79,255,0,555.7428542063
